Node,Centrality,Degree,Neighbor_Centrality
195,0.029592406476828585,14.345755630699024,4.105527638190956
56,0.0294908887873712,13.421101369456187,4.105527638190956
100,0.029186335718999035,13.892134907296786,4.105527638190956
43,0.02898330034008426,11.870438239482715,4.105527638190956
73,0.028678747271712095,13.351525705145068,4.105527638190956
163,0.027663570377138215,13.604645621992287,4.105527638190956
65,0.027257499619308664,13.429753443888734,4.105527638190956
143,0.027257499619308664,12.177982060056276,4.105527638190956
18,0.026140805035277395,12.27355376921051,4.105527638190956
192,0.02461803969341658,12.686988478749457,4.105527638190956
85,0.023958174711943555,13.269378581408061,4.105527638190956
140,0.02233389168062535,12.217972340899422,4.105527638190956
159,0.02172478554388102,12.921577878119066,4.105527638190956
104,0.021623267854423634,13.650976977747169,4.105527638190956
66,0.021521750164966245,12.359560883093385,4.105527638190956
2,0.02040505558093498,13.076559958423593,4.105527638190956
141,0.019745190599461955,12.773767725649792,4.105527638190956
60,0.019339119841632404,14.321943021442872,4.105527638190956
149,0.01862849601543069,13.159902403466488,4.105527638190956
137,0.017461042586670725,12.442146718772143,4.105527638190956
196,0.017308766052484645,12.491266932593586,4.105527638190956
44,0.01710573067356987,12.921326799900102,4.105527638190956
112,0.01669965991574032,12.410990071611279,4.105527638190956
129,0.01634434800263946,13.994007869817287,4.105527638190956
191,0.016293589157910765,12.651185534654854,4.105527638190956
41,0.016141312623724684,13.398602196259462,4.105527638190956
74,0.0159890360895386,11.932022597039703,4.105527638190956
9,0.01593827724480991,13.493445643590407,4.105527638190956
39,0.01583675955535252,12.603126328790964,4.105527638190956
172,0.01583675955535252,13.03814364103913,4.105527638190956
103,0.015278412263336887,12.560279695736384,4.105527638190956
36,0.015227653418608192,13.437029312707118,4.105527638190956
188,0.014770823816049947,13.618581813027712,4.105527638190956
27,0.014720064971321252,12.904493085224852,4.105527638190956
47,0.01416171767930562,14.623468389117244,4.105527638190956
119,0.01390792345566215,13.146893581981752,4.105527638190956
92,0.012588193492716105,12.953989916374734,4.105527638190956
138,0.012537434647987412,12.036127590931478,4.105527638190956
19,0.012080605045429165,12.404986467423944,4.105527638190956
139,0.012029846200700472,13.304134016374077,4.105527638190956
48,0.01162377544287092,12.966973765025873,4.105527638190956
101,0.011471498908684838,14.07075208725643,4.105527638190956
177,0.010963910461397898,14.157833707925828,4.105527638190956
167,0.010760875082483122,12.396077240299395,4.105527638190956
128,0.010710116237754428,12.921309251422427,4.105527638190956
90,0.01060859854829704,12.947638717341253,4.105527638190956
155,0.01035480432465357,12.75618887561504,4.105527638190956
1,0.010304045479924877,13.719389043000517,4.105527638190956
94,0.010304045479924877,15.245119160912784,4.105527638190956
131,0.01020252779046749,12.04874292155154,4.105527638190956
194,0.009999492411552712,13.00128711334291,4.105527638190956
115,0.009897974722095325,12.354743825973081,4.105527638190956
22,0.00959342165372316,14.218334109516,4.105527638190956
135,0.009542662808994467,12.607279918467071,4.105527638190956
78,0.00918735089589361,14.187481860948557,4.105527638190956
23,0.009085833206436222,14.040416843838795,4.105527638190956
108,0.008832038982792752,13.420688980230954,4.105527638190956
151,0.008781280138064057,14.192838871227913,4.105527638190956
185,0.008629003603877975,12.50390723604726,4.105527638190956
24,0.008578244759149282,12.935510694447244,4.105527638190956
91,0.008527485914420587,13.697303608911918,4.105527638190956
50,0.008324450535505812,15.39359683047495,4.105527638190956
87,0.008273691690777117,12.637729901931,4.105527638190956
142,0.007867620932947565,14.131787042474064,4.105527638190956
7,0.007563067864575402,12.68614750170422,4.105527638190956
3,0.007360032485660626,13.662433433899595,4.105527638190956
173,0.007207755951474545,12.688123730266392,4.105527638190956
21,0.00715699710674585,12.983985664243617,4.105527638190956
81,0.006497132125272829,14.384425051126803,4.105527638190956
